id,originalName,technology,tag,standard
1600514,PeopleSoft: Prefer using UNION to the OR operator.,PeopleSoft,** missing tag **,** missing standard **
1600516,PeopleSoft: SELECT ... FROM ... WHERE alias.col LIKE '%xxx',PeopleSoft,** missing tag **,** missing standard **
1600518,"PeopleSoft: Prefer boolean operators (EXISTS, NOT EXISTS) and non-negative predicates",PeopleSoft,** missing tag **,** missing standard **
1600520,PeopleSoft: IN vs EXIST Use IN when the subquery is the most selective,PeopleSoft,** missing tag **,** missing standard **
1600522,PeopleSoft: Use TRUNCATE statement to clean a whole table,PeopleSoft,** missing tag **,** missing standard **
1600524,"PeopleSoft: For complex query, always prefer the subqueries to retrieve display fields not used as joins search criterias",PeopleSoft,** missing tag **,** missing standard **
1600528,PeopleSoft: Avoid SQL with queries on more than 4 Tables,PeopleSoft,** missing tag **,** missing standard **
1600530,PeopleSoft: Avoid SQL using GROUP BY,PeopleSoft,** missing tag **,** missing standard **
1600532,PeopleSoft: Avoid PeopleCode using GROUP BY,PeopleSoft,** missing tag **,** missing standard **
1600534,PeopleSoft: Avoid SQL using HAVING,PeopleSoft,** missing tag **,** missing standard **
1600536,PeopleSoft: Avoid PeopleCode using HAVING,PeopleSoft,** missing tag **,** missing standard **
1600538,PeopleSoft: Using the GetNextNumberWithGaps Function,PeopleSoft,** missing tag **,** missing standard **
1600560,PeopleSoft: Component includes only page and never subpage (SBP) or secondary-page,PeopleSoft,** missing tag **,** missing standard **
1600562,PeopleSoft: Non-Standard SQL Table Name must be empty for a Record Table,PeopleSoft,** missing tag **,** missing standard **
1600564,PeopleSoft: Non-Standard SQL Table Name must be empty for a Record View,PeopleSoft,** missing tag **,** missing standard **
1600566,PeopleSoft: Non-Standard SQL Table Name must be empty for a Record Query View,PeopleSoft,** missing tag **,** missing standard **
1600568,PeopleSoft: New field added in a standard record must be at the end of the record,PeopleSoft,** missing tag **,** missing standard **
1600570,PeopleSoft: All new Record must have a SYNCID,PeopleSoft,** missing tag **,** missing standard **
1600572,"PeopleSoft: Ensure that ""Buid sequence NÂ§"" is upper than ""Build sequence NÂ°"" of all view used in is definition.",PeopleSoft,** missing tag **,** missing standard **
1600574,PeopleSoft: All functions written will use the PeopleCode type of FieldFormula,PeopleSoft,** missing tag **,** missing standard **
1600576,PeopleSoft: New field added in a standard record must be done in a specific KEY sub-record,PeopleSoft,** missing tag **,** missing standard **
1600620,PeopleSoft: Avoid PeopleCode Events with a low comment/code ratio,PeopleSoft,** missing tag **,** missing standard **
1600622,PeopleSoft: Avoid PeopleCode Functions with a low comment/code ratio,PeopleSoft,** missing tag **,** missing standard **
1600624,PeopleSoft: Avoid PeopleCode Methods with a low comment/code ratio,PeopleSoft,** missing tag **,** missing standard **
1600626,PeopleSoft: Avoid PeopleCode Classes with a low comment/code ratio,PeopleSoft,** missing tag **,** missing standard **
1600628,PeopleSoft: Avoid undocumented PeopleCode Events,PeopleSoft,** missing tag **,** missing standard **
1600630,PeopleSoft: Avoid undocumented PeopleCode Functions,PeopleSoft,** missing tag **,** missing standard **
1600632,PeopleSoft: Avoid undocumented PeopleCode Methods,PeopleSoft,** missing tag **,** missing standard **
1600634,PeopleSoft: Avoid undocumented PeopleCode Classes,PeopleSoft,** missing tag **,** missing standard **
1600640,"PeopleSoft: Field label don't contain "":""",PeopleSoft,** missing tag **,** missing standard **
1600642,PeopleSoft: Pages should be designed assuming the user has an 800x600 monitor resolution,PeopleSoft,** missing tag **,** missing standard **
1600644,PeopleSoft: Developers should avoid developing web pages that result in horizontal scrolling,PeopleSoft,** missing tag **,** missing standard **
1600646,PeopleSoft: Developers should not build long pages that are longer than 5 pages,PeopleSoft,** missing tag **,** missing standard **
1600648,PeopleSoft: Avoid use a radio button or check box when the user has more than three choices,PeopleSoft,** missing tag **,** missing standard **
1600650,PeopleSoft: Use Default Style and Font,PeopleSoft,** missing tag **,** missing standard **
1600652,PeopleSoft: Key fields displayed on a panel should ALWAYS be display only,PeopleSoft,** missing tag **,** missing standard **
1600654,PeopleSoft: Attribute No colon should be check for visible label,PeopleSoft,** missing tag **,** missing standard **
1600656,PeopleSoft: Avoid specific visual design for grid,PeopleSoft,** missing tag **,** missing standard **
1600658,PeopleSoft: Display control field must be before the related display field that depend on it,PeopleSoft,** missing tag **,** missing standard **
1600660,PeopleSoft: Display and related fields from same record must be avoid,PeopleSoft,** missing tag **,** missing standard **
1600662,"PeopleSoft: All records with SETID in its key, must be linked to a record group.",PeopleSoft,** missing tag **,** missing standard **
1600664,PeopleSoft: Only one long character type field is allowed in a regular record definition.,PeopleSoft,** missing tag **,** missing standard **
1600666,PeopleSoft: Use DESCR and DESCRSHORT for description fields rather than record specific titles,PeopleSoft,** missing tag **,** missing standard **
1600668,PeopleSoft: Do not define a recordField EFFDT or EFF_STATUS without the other,PeopleSoft,** missing tag **,** missing standard **
1600670,PeopleSoft: FIELDNUM values should be numbered sequentially for Record,PeopleSoft,** missing tag **,** missing standard **
1600674,PeopleSoft: Language records should have the same type as the based record,PeopleSoft,** missing tag **,** missing standard **
1600676,CWE-484: Put Break statements in your Evaluate statements (PeopleSoft),PeopleSoft,** missing tag **,** missing standard **
1600678,PeopleSoft: Consolidating PeopleCode Programs,PeopleSoft,** missing tag **,** missing standard **
1600680,PeopleSoft: Move PeopleCode to a Component or Page Definition,PeopleSoft,** missing tag **,** missing standard **
1600720,PeopleSoft: All new menu item must be into a permission list,PeopleSoft,** missing tag **,** missing standard **
1600722,PeopleSoft: All new component interface must be into a permission list,PeopleSoft,** missing tag **,** missing standard **
1600724,PeopleSoft: All new message channel must be into a permission list,PeopleSoft,** missing tag **,** missing standard **
1600734,PeopleSoft: All new mobile page must be into a permission list,PeopleSoft,** missing tag **,** missing standard **
1600736,PeopleSoft: All new process group must be into a permission list,PeopleSoft,** missing tag **,** missing standard **
1600760,PeopleSoft: Avoid Classes with more than X Methods,PeopleSoft,** missing tag **,** missing standard **
1600762,PeopleSoft: Avoid Records Tables with more than X Fields,PeopleSoft,** missing tag **,** missing standard **
1600764,PeopleSoft: Avoid Records Views with more than X Fields,PeopleSoft,** missing tag **,** missing standard **
1600766,PeopleSoft: PeopleSoft: Avoid Records Derived with more than X Fields,PeopleSoft,** missing tag **,** missing standard **
1600768,PeopleSoft: PeopleSoft: Avoid Sub-records with more than X Fields,PeopleSoft,** missing tag **,** missing standard **
1600770,PeopleSoft: Avoid Pages with more than X linked Records,PeopleSoft,** missing tag **,** missing standard **
1600772,PeopleSoft: Avoid Pages with more than X linked Pages,PeopleSoft,** missing tag **,** missing standard **
1600774,PeopleSoft: Avoid Methods with too many parameters,PeopleSoft,** missing tag **,** missing standard **
1600840,CWE-798: Avoid using hardcoded usernames (PeopleSoft),PeopleSoft,** missing tag **,** missing standard **
1601500,PeopleSoft: Avoid unused Record Table,PeopleSoft,** missing tag **,** missing standard **
1601502,PeopleSoft: Avoid unused Record View,PeopleSoft,** missing tag **,** missing standard **
1601504,PeopleSoft: Avoid unused Record Derived,PeopleSoft,** missing tag **,** missing standard **
1601506,PeopleSoft: Avoid unused Record Sub,PeopleSoft,** missing tag **,** missing standard **
1601508,PeopleSoft: Avoid unused Record Dynamic,PeopleSoft,** missing tag **,** missing standard **
1601510,PeopleSoft: Avoid unused Record Query,PeopleSoft,** missing tag **,** missing standard **
1601512,PeopleSoft: Avoid unused Record Temp,PeopleSoft,** missing tag **,** missing standard **
1601514,PeopleSoft: Avoid unused Field,PeopleSoft,** missing tag **,** missing standard **
1601516,PeopleSoft: Avoid unused Page,PeopleSoft,** missing tag **,** missing standard **
1601518,PeopleSoft: Avoid unused Sub Page,PeopleSoft,** missing tag **,** missing standard **
1601520,PeopleSoft: Avoid unused Secondary Page,PeopleSoft,** missing tag **,** missing standard **
1601522,PeopleSoft: Avoid unused SQL,PeopleSoft,** missing tag **,** missing standard **
1601524,PeopleSoft: Avoid unused Component Interface,PeopleSoft,** missing tag **,** missing standard **
1601526,PeopleSoft: Avoid unused Application Engine,PeopleSoft,** missing tag **,** missing standard **
1601530,PeopleSoft: Avoid unused Mobile Page,PeopleSoft,** missing tag **,** missing standard **
1601532,PeopleSoft: Avoid unused Component,PeopleSoft,** missing tag **,** missing standard **
1601534,PeopleSoft: Avoid unused Menu,PeopleSoft,** missing tag **,** missing standard **
1601536,PeopleSoft: Avoid unused Popup Menu,PeopleSoft,** missing tag **,** missing standard **
1601700,PeopleSoft: Naming convention prefix on Record Table,PeopleSoft,** missing tag **,** missing standard **
1601702,PeopleSoft: Naming convention prefix on Record View,PeopleSoft,** missing tag **,** missing standard **
1601704,PeopleSoft: Naming convention prefix on Record Derived,PeopleSoft,** missing tag **,** missing standard **
1601706,PeopleSoft: Naming convention prefix on Record Sub,PeopleSoft,** missing tag **,** missing standard **
1601708,PeopleSoft: Naming convention prefix on Record Dynamic,PeopleSoft,** missing tag **,** missing standard **
1601710,PeopleSoft: Naming convention prefix on Record Query,PeopleSoft,** missing tag **,** missing standard **
1601712,PeopleSoft: Naming convention prefix on Record Temp,PeopleSoft,** missing tag **,** missing standard **
1601714,PeopleSoft: Naming convention prefix on Field,PeopleSoft,** missing tag **,** missing standard **
1601716,PeopleSoft: Naming convention prefix on Page,PeopleSoft,** missing tag **,** missing standard **
1601718,PeopleSoft: Naming convention prefix on Sub Page,PeopleSoft,** missing tag **,** missing standard **
1601720,PeopleSoft: Naming convention prefix on Secondary Page,PeopleSoft,** missing tag **,** missing standard **
1601722,PeopleSoft: Naming convention prefix on SQL,PeopleSoft,** missing tag **,** missing standard **
1601724,PeopleSoft: Naming convention prefix on Component Interface,PeopleSoft,** missing tag **,** missing standard **
1601726,PeopleSoft: Naming convention prefix on Application Engine,PeopleSoft,** missing tag **,** missing standard **
1601728,PeopleSoft: Naming convention prefix on Package,PeopleSoft,** missing tag **,** missing standard **
1601730,PeopleSoft: Naming convention prefix on Mobile Page,PeopleSoft,** missing tag **,** missing standard **
1601732,PeopleSoft: Naming convention prefix on Component,PeopleSoft,** missing tag **,** missing standard **
1601734,PeopleSoft: Naming convention prefix on Menu,PeopleSoft,** missing tag **,** missing standard **
1601736,PeopleSoft: Naming convention prefix on Popup Menu,PeopleSoft,** missing tag **,** missing standard **
1601738,PeopleSoft: Naming convention prefix on Field Label,PeopleSoft,** missing tag **,** missing standard **
1601740,PeopleSoft: Naming convention prefix on Field Format,PeopleSoft,** missing tag **,** missing standard **
1601742,PeopleSoft: Naming convention prefix on Portal Content Reference,PeopleSoft,** missing tag **,** missing standard **
1601744,PeopleSoft: Naming convention prefix on Menu Item,PeopleSoft,** missing tag **,** missing standard **
1601746,PeopleSoft: Naming convention prefix on Role,PeopleSoft,** missing tag **,** missing standard **
1601750,PeopleSoft: Naming convention prefix on Permission List,PeopleSoft,** missing tag **,** missing standard **
1601752,PeopleSoft: Naming convention prefix on File Layout,PeopleSoft,** missing tag **,** missing standard **
1601754,PeopleSoft: Naming convention prefix on Messages Nodes,PeopleSoft,** missing tag **,** missing standard **
1601756,PeopleSoft: Naming convention prefix on Business Process,PeopleSoft,** missing tag **,** missing standard **
